strain	isotype	pos	perc
ECA2073	ECA2073	4457096	17.8566768028898
ECA2081	ECA2081	4457096	0
ECA2091	ECA2091	4457096	0
ECA2109	ECA2109	4457096	0
ECA2111	ECA2111	4457096	88.0893530632602
ECA2151	ECA2151	4457096	84.8312888524699
ECA2155	ECA2155	4457096	0
ECA2159	ECA2159	4457096	0
ECA2183	ECA2183	4457096	0
ECA2187	ECA2187	4457096	0
ECA2191	ECA2191	4457096	0
ECA2195	ECA2195	4457096	0
ECA2199	ECA2199	4457096	0
ECA2251	ECA2251	4457096	0
ECA2281	ECA2281	4457096	0
ECA2291	ECA2291	4457096	0
ECA2332	ECA2332	4457096	37.5647416005609
ECA2334	ECA2334	4457096	105.012422052505
ECA2336	ECA2336	4457096	85.1305683563748
ECA2344	ECA2344	4457096	60.337734186591
ECA2350	ECA2350	4457096	56.2536643432017
ECA2360	ECA2360	4457096	0
ECA2367	ECA2367	4457096	0
ECA2377	ECA2377	4457096	58.6010060622848
ECA2417	ECA2417	4457096	0
ECA2437	ECA2437	4457096	0
ECA243	CB4851	4457096	74.765134433475
ECA2443	ECA2443	4457096	34.0629259513069
ECA2452	ECA2452	4457096	6.63955993145029
ECA2467	ECA2467	4457096	0
ECA246	CB4853	4457096	78.2536297613397
ECA2473	ECA2473	4457096	33.4913596294574
ECA2475	ECA2475	4457096	28.7702811828356
ECA2481	ECA2481	4457096	0
ECA2482	ECA2482	4457096	27.7080342273014
ECA2489	ECA2489	4457096	0
ECA248	CB4855	4457096	73.4568101726295
ECA250	CB4857	4457096	95.3964165769267
ECA251	CB4858	4457096	65.4356995206759
ECA2522	ECA2522	4457096	62.4566242621398
ECA2523	ECA2523	4457096	49.4290241503661
ECA2527	ECA2527	4457096	117.294370822706
ECA2529	ECA2529	4457096	39.9946249882203
ECA2533	ECA2533	4457096	88.5445257541744
ECA2536	ECA2536	4457096	81.2786194958477
ECA2546	ECA2546	4457096	68.9904225441005
ECA2549	ECA2549	4457096	64.4142017156284
ECA2551	ECA2551	4457096	86.6275316037879
ECA2554	ECA2554	4457096	93.6677153438732
ECA2555	ECA2555	4457096	90.1484786748747
ECA2559	ECA2559	4457096	75.9401757233197
ECA2560	ECA2560	4457096	108.413214152499
ECA2561	ECA2561	4457096	64.9913128635789
ECA2565	ECA2565	4457096	72.8348871297351
ECA2568	ECA2568	4457096	70.4071705602325
ECA2581	ECA2581	4457096	60.0720716874949
ECA2583	ECA2583	4457096	84.4199412657813
ECA2584	ECA2584	4457096	55.1164319553317
ECA2594	ECA2594	4457096	82.7285673978429
ECA2595	ECA2595	4457096	81.8410041841005
ECA259	PB306	4457096	62.1362298212844
ECA2601	ECA2601	4457096	54.6005122924698
ECA2602	ECA2602	4457096	81.9374775230764
ECA2603	ECA2603	4457096	91.1966684058452
ECA2607	ECA2607	4457096	83.9769605129545
ECA2609	ECA2609	4457096	79.5067599568379
ECA2612	ECA2612	4457096	50.3813711726555
ECA2615	ECA2615	4457096	85.9090850228992
ECA2641	ECA2641	4457096	106.761792159031
ECA2648	ECA2648	4457096	68.2586874560364
ECA2656	ECA2656	4457096	19.2236528750252
ECA2659	ECA2659	4457096	92.4339457488344
ECA2660	ECA2660	4457096	64.2552738120605
ECA2672	ECA2672	4457096	67.457641064672
ECA2676	ECA2676	4457096	53.6431410278267
ECA347	ECA347	4457096	0
ECA348	ECA348	4457096	72.8377244098767
ECA349	ECA349	4457096	66.9216461943292
ECA363	ECA363	4457096	0
ECA369	ECA369	4457096	0
ECA36	ECA36	4457096	0
ECA372	ECA372	4457096	57.1285993753647
ECA396	ECA396	4457096	7.93944032057909
ECA592	ECA592	4457096	73.5923942944364
ECA593	ECA593	4457096	77.6784328403393
ECA594	ECA594	4457096	44.9057656491369
ECA640	ECA640	4457096	93.8306600032635
ECA701	ECA701	4457096	0
ECA703	ECA703	4457096	0
ECA705	ECA705	4457096	77.665296794786
ECA706	ECA706	4457096	0
ECA710	ECA710	4457096	100.086061357812
ECA712	ECA712	4457096	108.878615499524
ECA722	ECA722	4457096	33.5067079026527
ECA723	ECA723	4457096	0
ECA724	ECA724	4457096	0
ECA730	ECA730	4457096	0
ECA732	ECA732	4457096	35.5925260335604
ECA733	ECA733	4457096	0
ECA738	ECA738	4457096	106.106224687393
ECA740	ECA740	4457096	0
ECA741	ECA741	4457096	0
ECA742	ECA742	4457096	0
ECA743	ECA743	4457096	77.9666707086459
ECA744	ECA744	4457096	0
ECA745	ECA745	4457096	40.9881745276608
ECA746	ECA746	4457096	0
ECA760	ECA760	4457096	70.0559913830529
ECA768	ECA768	4457096	0
ECA777	ECA777	4457096	50.279219524272
ECA778	ECA778	4457096	81.4354066985646
ECA807	ECA807	4457096	0
ECA812	ECA812	4457096	0
ECA923	ECA923	4457096	61.9714122480967
ECA928	ECA928	4457096	36.0023878221073
ECA930	ECA930	4457096	35.518827264599
ED3005	ED3005	4457096	77.9131857721127
ED3011	ED3011	4457096	77.1645966416681
ED3012	ED3012	4457096	76.513023971951
ED3017	ED3017	4457096	76.9217436236212
ED3040	ED3040	4457096	43.0302545998351
ED3046	ED3046	4457096	95.1974323579843
ED3048	ED3048	4457096	60.4150856337994
ED3049	ED3049	4457096	82.8489508666754
ED3052	ED3052	4457096	120.385816645232
ED3073	ED3073	4457096	75.7915782057751
ED3077	ED3077	4457096	104.172737021436
EG4347	EG4347	4457096	78.567861562846
EG4349	EG4349	4457096	63.7004324365696
EG4724	EG4724	4457096	102.2674282226
EG4725	EG4725	4457096	70.6171997530831
EG4946	EG4946	4457096	57.6698345062449
GXW1	GXW1	4457096	105.140207281888
JR4305	JR4305	4457096	81.5949688608798
JT11398	JT11398	4457096	78.8378895079986
JU1088	JU1088	4457096	54.5434578513536
JU1172	JU1172	4457096	64.0393733942771
JU1200	JU1200	4457096	69.4789875951865
JU1212	JU1212	4457096	67.4211524099501
JU1213	JU1213	4457096	79.1665135230214
JU1242	JU1242	4457096	43.708969240897
JU1246	JU1246	4457096	72.395327383268
JU1249	JU1249	4457096	90.7996757614206
JU1395	JU1395	4457096	135.27476635514
JU1400	JU1400	4457096	93.2754998332885
JU1409	JU1409	4457096	79.8269835872228
JU1440	JU1440	4457096	79.0331447566082
JU1491	JU1491	4457096	102.25107207364
JU1530	JU1530	4457096	65.7525835901143
JU1543	JU1543	4457096	83.3497541338064
JU1568	JU1568	4457096	61.949762561335
JU1581	JU1581	4457096	29.3149922228507
JU1586	JU1586	4457096	83.1184201171458
JU1652	JU1652	4457096	93.5864301575835
JU1666	JU1666	4457096	71.7094050969046
JU1792	JU1792	4457096	71.7734935035842
JU1793	JU1793	4457096	67.0819198042378
JU1808	JU1808	4457096	79.0546831918568
JU1896	JU1896	4457096	0
JU1934	JU1934	4457096	80.1049293553153
JU2001	JU2001	4457096	72.176308062141
JU2007	JU2007	4457096	0
JU2016	JU2016	4457096	74.8777297417138
JU2017	JU2017	4457096	71.5150298956047
JU2106	JU2106	4457096	0
JU2131	JU2131	4457096	56.8970683990884
JU2141	JU2141	4457096	75.4000666777797
JU2234	JU2234	4457096	64.8418838377935
JU2250	JU2250	4457096	49.295608359701
JU2257	JU2257	4457096	57.6151906701083
JU2316	JU2316	4457096	37.5133328674669
JU2464	JU2464	4457096	50.6289461010644
JU2466	JU2466	4457096	78.8411551358795
JU2478	JU2478	4457096	81.3456448068698
JU2513	JU2513	4457096	69.5647025169866
JU2519	JU2519	4457096	86.8889281808479
JU2522	JU2522	4457096	88.0693664502752
JU2526	JU2526	4457096	35.6810619997577
JU2534	JU2534	4457096	85.6878215561108
JU2565	JU2565	4457096	100.166877570389
JU2566	JU2566	4457096	66.784465339848
JU2570	JU2570	4457096	70.0268257527226
JU2572	JU2572	4457096	93.985704490203
JU2575	JU2575	4457096	58.2485908129543
JU2576	JU2576	4457096	73.9416329850057
JU2578	JU2578	4457096	86.9625820095648
JU2581	JU2581	4457096	32.7589462385061
JU2586	JU2586	4457096	92.7473578989635
JU2587	JU2587	4457096	47.9810971502522
JU258	JU258	4457096	0
JU2592	JU2592	4457096	89.5275381572655
JU2593	JU2593	4457096	91.4610329564648
JU2600	JU2600	4457096	81.2313398686603
JU2610	JU2610	4457096	81.7793151489853
JU2619	JU2619	4457096	52.1950474853385
JU2800	JU2800	4457096	116.307855009954
JU2811	JU2811	4457096	64.3591563198642
JU2825	JU2825	4457096	72.4243453199277
JU2829	JU2829	4457096	91.1335083808323
JU2838	JU2838	4457096	58.820032556271
JU2841	JU2841	4457096	83.0047957583673
JU2853	JU2853	4457096	87.6691339094779
JU2862	JU2862	4457096	76.6115435249556
JU2866	JU2866	4457096	71.8085423047156
JU2878	JU2878	4457096	67.355052771154
JU2879	JU2879	4457096	99.8314503804078
JU2906	JU2906	4457096	72.6313978494623
JU2907	JU2907	4457096	62.8921071793164
JU310	JU310	4457096	55.1689362403753
JU311	JU311	4457096	91.9554234443123
JU3125	JU3125	4457096	86.4234833601968
JU3127	JU3127	4457096	63.854003624499
JU3128	JU3128	4457096	83.1533278795509
JU3132	JU3132	4457096	65.9459617073856
JU3134	JU3134	4457096	48.8136548770209
JU3135	JU3135	4457096	56.9209503341664
JU3137	JU3137	4457096	103.659418681097
JU3140	JU3140	4457096	58.0518890205969
JU3141	JU3141	4457096	67.4878636116794
JU3144	JU3144	4457096	49.7473373699127
JU3166	JU3166	4457096	57.071158889363
JU3167	JU3167	4457096	109.370415268443
JU3169	JU3169	4457096	60.6811222257867
JU3224	JU3224	4457096	51.1908782738321
JU3225	JU3225	4457096	53.3975588675507
JU3226	JU3226	4457096	0
JU3228	JU3228	4457096	44.9708126994347
JU323	JU323	4457096	85.377060783909
JU3280	JU3280	4457096	98.0777987380471
JU3282	JU3282	4457096	70.9479949110301
JU3291	JU3291	4457096	51.2705710662596
JU3318	JU3318	4457096	75.6130263529068
JU346	JU346	4457096	74.0788697578071
JU360	JU360	4457096	124.403444437168
JU367	JU367	4457096	102.662808229172
JU3795	JU3795	4457096	93.5302487940296
JU393	JU393	4457096	86.2038366019688
JU394	JU394	4457096	42.2158987156857
JU397	JU397	4457096	76.6957118366873
JU4047	JU4047	4457096	99.9430352870504
JU406	JU406	4457096	106.868119438999
JU4073	JU4073	4457096	60.8532956058227
JU4082	JU4082	4457096	86.1964605408984
JU4098	JU4098	4457096	100.710627875909
JU4161	JU4161	4457096	59.7758247281879
JU440	JU440	4457096	82.6408671633288
JU561	JU561	4457096	89.5088712104451
JU642	JU642	4457096	24.4639841422867
JU751	JU751	4457096	79.7044800638764
JU774	JU774	4457096	80.5586073552639
JU775	JU775	4457096	78.9910415895016
JU778	JU778	4457096	91.3473321858863
JU782	JU782	4457096	77.4795032241148
JU792	JU792	4457096	87.5832639041346
JU830	JU830	4457096	56.9357212272664
JU847	JU847	4457096	68.9078161516489
KR314	KR314	4457096	81.4933745223965
LKC34	LKC34	4457096	53.9438015164234
MY10	MY10	4457096	86.1637636658228
MY16	MY16	4457096	83.1225802926867
MY18	MY18	4457096	0
MY1	MY1	4457096	45.8822597091097
MY2147	MY2147	4457096	67.3361535312435
MY2212	MY2212	4457096	53.2374100719424
MY23	MY23	4457096	47.3422814604294
MY2453	MY2453	4457096	54.9969458444668
MY2530	MY2530	4457096	39.3773197326061
MY2535	MY2535	4457096	79.0161138291665
MY2573	MY2573	4457096	46.9244345799942
MY2585	MY2585	4457096	61.7731568250797
MY2693	MY2693	4457096	53.9266790303351
MY2713	MY2713	4457096	50.0947226845655
MY2741	MY2741	4457096	88.3924727407076
MY518	MY518	4457096	44.9303434403636
MY679	MY679	4457096	27.567765232893
MY772	MY772	4457096	80.4809770977879
MY795	MY795	4457096	63.8895166530127
MY920	MY920	4457096	75.5854919970924
N2	N2	4457096	97.0146052539317
NIC1049	NIC1049	4457096	80.512292503583
NIC1107	NIC1107	4457096	71.6787095352851
NIC1119	NIC1119	4457096	116.333974362721
NIC166	NIC166	4457096	61.2786896350403
NIC1698	NIC1698	4457096	75.0019431360661
NIC1700	NIC1700	4457096	76.2072160806624
NIC1772	NIC1772	4457096	75.9204368629324
NIC1773	NIC1773	4457096	112.567660051017
NIC1775	NIC1775	4457096	67.9824746176855
NIC1779	NIC1779	4457096	78.7595698884611
NIC1780	NIC1780	4457096	74.5585462131845
NIC1782	NIC1782	4457096	101.918582788172
NIC1783	NIC1783	4457096	52.5707765533304
NIC1785	NIC1785	4457096	75.351268598349
NIC1786	NIC1786	4457096	102.668509462046
NIC1787	NIC1787	4457096	85.1256652022151
NIC1788	NIC1788	4457096	79.0621322115664
NIC1789	NIC1789	4457096	80.4200485427739
NIC1790	NIC1790	4457096	0
NIC1791	NIC1791	4457096	77.9987817970441
NIC1792	NIC1792	4457096	70.1096398225268
NIC1794	NIC1794	4457096	91.9574147487758
NIC1796	NIC1796	4457096	63.2013496891478
NIC1798	NIC1798	4457096	77.5470541947797
NIC1799	NIC1799	4457096	75.0341718585288
NIC1801	NIC1801	4457096	112.590182219481
NIC1802	NIC1802	4457096	75.9675143164827
NIC1805	NIC1805	4457096	80.4453790645821
NIC1806	NIC1806	4457096	73.1325788197252
NIC1808	NIC1808	4457096	77.0509301616346
NIC1809	NIC1809	4457096	56.6053118300018
NIC1810	NIC1810	4457096	0
NIC1811	NIC1811	4457096	77.3984328404253
NIC1812	NIC1812	4457096	106.759021521511
NIC1832	NIC1832	4457096	78.5672093188101
NIC195	NIC195	4457096	0
NIC199	NIC199	4457096	106.933758465644
NIC1	NIC1	4457096	48.1198728186416
NIC2021	NIC2021	4457096	127.974002345919
NIC2076	NIC2076	4457096	106.062698252448
NIC207	NIC207	4457096	57.0925739464195
NIC231	NIC231	4457096	33.8786551034254
NIC236	NIC236	4457096	92.6517928843266
NIC242	NIC242	4457096	72.0705176451349
NIC251	NIC251	4457096	0
NIC252	NIC252	4457096	72.9392852913535
NIC255	NIC255	4457096	181.250752736584
NIC256	NIC256	4457096	58.4813072440857
NIC258	NIC258	4457096	64.6167801965206
NIC259	NIC259	4457096	39.9136579966584
NIC260	NIC260	4457096	72.0973267697212
NIC261	NIC261	4457096	74.7476151130474
NIC262	NIC262	4457096	43.0500332486359
NIC265	NIC265	4457096	1.58553780604613
NIC266	NIC266	4457096	81.0070057285322
NIC267	NIC267	4457096	85.5845415198315
NIC268	NIC268	4457096	107.539008153849
NIC269	NIC269	4457096	76.0369825593613
NIC271	NIC271	4457096	91.1865632395478
NIC272	NIC272	4457096	63.9939164573974
NIC274	NIC274	4457096	78.5726762392892
NIC275	NIC275	4457096	39.7740367927803
NIC276	NIC276	4457096	48.7204491555253
NIC277	NIC277	4457096	96.8003638105753
NIC2	NIC2	4457096	49.2534660504799
NIC3	NIC3	4457096	48.9362392690803
NIC501	NIC501	4457096	49.2989599227728
NIC511	NIC511	4457096	72.365837231926
NIC513	NIC513	4457096	87.4131530470072
NIC514	NIC514	4457096	55.6042722241914
NIC515	NIC515	4457096	62.1672210596242
NIC522	NIC522	4457096	73.5996420290444
NIC523	NIC523	4457096	86.9027328343584
NIC526	NIC526	4457096	0
NIC527	NIC527	4457096	93.3348676913796
NIC528	NIC528	4457096	0
NIC529	NIC529	4457096	61.9050877613166
PB303	PB303	4457096	102.506489940773
PS2025	PS2025	4457096	74.7452042011538
PX179	PX179	4457096	113.685852031257
QG2075	QG2075	4457096	97.3448470664191
QG2811	QG2811	4457096	0
QG2813	QG2813	4457096	88.3631270872985
QG2818	QG2818	4457096	78.4613883498304
QG2823	QG2823	4457096	57.4560312478499
QG2824	QG2824	4457096	53.9158765712924
QG2825	QG2825	4457096	94.4207317073171
QG2827	QG2827	4457096	86.9468838448374
QG2828	QG2828	4457096	64.1298426130255
QG2832	QG2832	4457096	110.695819448911
QG2835	QG2835	4457096	84.7673497434558
QG2836	QG2836	4457096	86.9903928247776
QG2837	QG2837	4457096	55.953501797115
QG2838	QG2838	4457096	84.1680972420625
QG2841	QG2841	4457096	86.5817139284065
QG2843	QG2843	4457096	106.551097092232
QG2846	QG2846	4457096	96.0961017000245
QG2850	QG2850	4457096	81.6751455824597
QG2854	QG2854	4457096	94.6813208693478
QG2855	QG2855	4457096	82.3252222802047
QG2857	QG2857	4457096	96.4610791406424
QG2873	QG2873	4457096	111.134372592629
QG2874	QG2874	4457096	70.0307512432632
QG2875	QG2875	4457096	71.1512949017041
QG2877	QG2877	4457096	99.0105068354128
QG2932	QG2932	4457096	62.3960357420616
QG4003	QG4003	4457096	104.316972614945
QG4004	QG4004	4457096	74.8577199020513
QG4006	QG4006	4457096	71.1027610213375
QG4008	QG4008	4457096	83.8739086765047
QG4010	QG4010	4457096	83.9812140122105
QG4012	QG4012	4457096	99.3188627890487
QG4015	QG4015	4457096	40.758650267945
QG4017	QG4017	4457096	89.2569347122216
QG4018	QG4018	4457096	76.1871965410949
QG4021	QG4021	4457096	70.4534603780868
QG4080	QG4080	4457096	84.5580763294379
QG4103	QG4103	4457096	85.9247055127429
QG4135	QG4135	4457096	47.5877870180323
QG4138	QG4138	4457096	105.002865481945
QG4147	QG4147	4457096	91.4165743681932
QG4151	QG4151	4457096	32.5860555167834
QG4193	QG4193	4457096	63.5970924799372
QG4226	QG4226	4457096	30.4322718098228
QG4228	QG4228	4457096	76.1316133166964
QG536	QG536	4457096	64.5520140884868
QG556	QG556	4457096	73.1188760833385
QG557	QG557	4457096	70.0308025006586
QW947	QW947	4457096	29.8940783520249
QX1211	QX1211	4457096	0
QX1212	QX1212	4457096	75.7363782237622
QX1233	QX1233	4457096	63.6836918193512
QX1791	QX1791	4457096	0
QX1792	QX1792	4457096	73.4890333062551
QX1793	QX1793	4457096	64.2359252855048
QX1794	QX1794	4457096	55.4535443123596
RC301	RC301	4457096	65.0610550062834
TWN2530	TWN2530	4457096	80.8849650155213
TWN2542	TWN2542	4457096	71.2266750649555
WN2001	WN2001	4457096	0
WN2002	WN2002	4457096	0
WN2033	WN2033	4457096	72.0261492208717
WN2050	WN2050	4457096	69.2531040164479
WN2063	WN2063	4457096	44.4974967061924
WN2064	WN2064	4457096	89.8809572086686
WN2066	WN2066	4457096	87.1601766358891
WN2068	WN2068	4457096	94.842240370949
WN2069	WN2069	4457096	91.7155903457274
WN2082	WN2082	4457096	60.6731834532607
WN2086	WN2086	4457096	84.0361026083595
WN2107	WN2107	4457096	68.9449250621126
WN2117	WN2117	4457096	54.7154376887241
XZ1513	XZ1513	4457096	82.820216232775
XZ1514	XZ1514	4457096	0
XZ1515	XZ1515	4457096	61.8326871741516
XZ1516	XZ1516	4457096	0
XZ1672	XZ1672	4457096	59.3360968634808
XZ1734	XZ1734	4457096	71.8205111460259
XZ1735	XZ1735	4457096	73.565168175675
XZ1756	XZ1756	4457096	62.3155211903081
XZ2018	XZ2018	4457096	75.2163180348174
XZ2019	XZ2019	4457096	0
XZ2020	XZ2020	4457096	38.7199007017414
XZ2211	XZ2211	4457096	71.4582612816868
AB1	AB1	4459210	65.8574914777853
BRC20067	BRC20067	4459210	41.7244047680056
BRC20263	BRC20263	4459210	62.462797672562
CB4852	CB4852	4459210	60.5548822258523
CB4854	CB4854	4459210	54.8109006400685
CB4856	CB4856	4459210	62.6329517937782
CB4932	CB4932	4459210	73.1741662540626
CX11254	CX11254	4459210	42.6674737057242
CX11262	CX11262	4459210	56.249594489381
CX11264	CX11264	4459210	55.06572940495
CX11271	CX11271	4459210	60.4139119285171
CX11276	CX11276	4459210	53.5548349765971
CX11285	CX11285	4459210	54.7946060604563
CX11292	CX11292	4459210	57.0647588659379
CX11307	CX11307	4459210	56.7519484172999
CX11314	CX11314	4459210	48.2352259815332
CX11315	CX11315	4459210	52.2243479244769
DL200	DL200	4459210	37.0717500274414
DL226	DL226	4459210	61.6776399891187
DL238	DL238	4459210	47.6133758049236
ECA1069	ECA1069	4459210	65.2049020150008
ECA1074	ECA1074	4459210	66.6632656097882
ECA1185	ECA1185	4459210	0
ECA1186	ECA1186	4459210	36.8999400398918
ECA1187	ECA1187	4459210	0
ECA1191	ECA1191	4459210	0
ECA1192	ECA1192	4459210	0
ECA1193	ECA1193	4459210	0
ECA1194	ECA1194	4459210	0
ECA1195	ECA1195	4459210	0
ECA1196	ECA1196	4459210	0
ECA1200	ECA1200	4459210	121.299818091616
ECA1202	ECA1202	4459210	48.9874359532528
ECA1206	ECA1206	4459210	0
ECA1208	ECA1208	4459210	76.5424992532521
ECA1212	ECA1212	4459210	70.4331171510654
ECA1216	ECA1216	4459210	0
ECA1223	ECA1223	4459210	71.1052781811187
ECA1225	ECA1225	4459210	43.6736245632457
ECA1228	ECA1228	4459210	0
ECA1229	ECA1229	4459210	0
ECA1232	ECA1232	4459210	0
ECA1237	ECA1237	4459210	0
ECA1238	ECA1238	4459210	0
ECA1240	ECA1240	4459210	0
ECA1242	ECA1242	4459210	0
ECA1243	ECA1243	4459210	101.482407749564
ECA1247	ECA1247	4459210	78.1500921912358
ECA1251	ECA1251	4459210	0
ECA1252	ECA1252	4459210	0
ECA1253	ECA1253	4459210	0
ECA1255	ECA1255	4459210	147.652582159624
ECA1257	ECA1257	4459210	99.0265109715364
ECA1260	ECA1260	4459210	0
ECA1261	ECA1261	4459210	0
ECA1269	ECA1269	4459210	84.8479301711683
ECA1271	ECA1271	4459210	86.5660930207235
ECA1276	ECA1276	4459210	71.0944795979447
ECA1278	ECA1278	4459210	0
ECA1281	ECA1281	4459210	0
ECA1283	ECA1283	4459210	0
ECA1284	ECA1284	4459210	64.3934765406731
ECA1286	ECA1286	4459210	0
ECA1287	ECA1287	4459210	70.4987598279223
ECA1288	ECA1288	4459210	56.1614887653987
ECA1289	ECA1289	4459210	93.9804009760556
ECA1293	ECA1293	4459210	54.9826938930715
ECA1298	ECA1298	4459210	84.5111868840208
ECA1316	ECA1316	4459210	78.5839140693834
ECA1409	ECA1409	4459210	47.7924634792111
ECA1413	ECA1413	4459210	60.6455721659851
ECA1493	ECA1493	4459210	0
ECA1693	ECA1693	4459210	46.6590218273344
ECA1713	ECA1713	4459210	0
ECA1717	ECA1717	4459210	0
ECA1725	ECA1725	4459210	0
ECA1751	ECA1751	4459210	44.5438713998661
ECA1757	ECA1757	4459210	64.8634114863411
ECA1761	ECA1761	4459210	0
ECA1769	ECA1769	4459210	35.99202696932
ECA1793	ECA1793	4459210	0
ECA1805	ECA1805	4459210	33.0813004894743
ECA1807	ECA1807	4459210	44.9180270212398
ECA1815	ECA1815	4459210	47.4973310698472
ECA1821	ECA1821	4459210	0
ECA1825	ECA1825	4459210	59.4890510948906
ECA1843	ECA1843	4459210	71.8213388446262
ECA1851	ECA1851	4459210	0
ECA1853	ECA1853	4459210	59.9713049160456
ECA1875	ECA1875	4459210	44.2504497682923
ECA1885	ECA1885	4459210	0
ECA1887	ECA1887	4459210	73.3416181007886
ECA1889	ECA1889	4459210	65.545098517753
ECA1891	ECA1891	4459210	0
ECA189	ECA189	4459210	72.9925829401573
ECA1901	ECA1901	4459210	67.8836252124529
ECA1919	ECA1919	4459210	0
ECA191	ECA191	4459210	44.1722734125297
ECA1925	ECA1925	4459210	0
ECA1937	ECA1937	4459210	0
ECA1939	ECA1939	4459210	69.2742246128285
ECA1943	ECA1943	4459210	60.599144489421
ECA1969	ECA1969	4459210	0
ECA1977	ECA1977	4459210	50.529532903652
ECA1997	ECA1997	4459210	0
ECA2041	ECA2041	4459210	40.8577740170482
ECA2043	ECA2043	4459210	0
ECA2073	ECA2073	4459210	45.6337296073849
ECA2081	ECA2081	4459210	0
ECA2091	ECA2091	4459210	0
ECA2109	ECA2109	4459210	0
ECA2111	ECA2111	4459210	51.2147401530583
ECA2151	ECA2151	4459210	60.0344505725172
ECA2155	ECA2155	4459210	0
ECA2159	ECA2159	4459210	0
ECA2183	ECA2183	4459210	0
ECA2187	ECA2187	4459210	0
ECA2191	ECA2191	4459210	0
ECA2195	ECA2195	4459210	0
ECA2199	ECA2199	4459210	0
ECA2251	ECA2251	4459210	76.4833054537329
ECA2281	ECA2281	4459210	0
ECA2291	ECA2291	4459210	0
ECA2332	ECA2332	4459210	54.9023146469736
ECA2334	ECA2334	4459210	64.0319646661618
ECA2336	ECA2336	4459210	96.8151561699949
ECA2344	ECA2344	4459210	50.8107235255504
ECA2350	ECA2350	4459210	80.3623776331453
ECA2360	ECA2360	4459210	0
ECA2367	ECA2367	4459210	33.5691193046092
ECA2377	ECA2377	4459210	58.6010060622848
ECA2417	ECA2417	4459210	0
ECA2437	ECA2437	4459210	0
ECA243	CB4851	4459210	61.762502358088
ECA2443	ECA2443	4459210	64.7195593074832
ECA2452	ECA2452	4459210	106.232958903205
ECA2467	ECA2467	4459210	85.8655067965588
ECA246	CB4853	4459210	43.4742387562999
ECA2473	ECA2473	4459210	92.1012389810079
ECA2475	ECA2475	4459210	82.4229677129885
ECA2481	ECA2481	4459210	60.5907370818124
ECA2482	ECA2482	4459210	43.8710541932273
ECA2489	ECA2489	4459210	0
ECA248	CB4855	4459210	82.271627393345
ECA250	CB4857	4459210	60.7068105489534
ECA251	CB4858	4459210	55.2568129285708
ECA2522	ECA2522	4459210	62.4566242621398
ECA2523	ECA2523	4459210	105.448584854114
ECA2527	ECA2527	4459210	65.7992811932256
ECA2529	ECA2529	4459210	86.3041907640544
ECA2533	ECA2533	4459210	82.8927475145462
ECA2536	ECA2536	4459210	86.6971941289042
ECA2546	ECA2546	4459210	99.9171636845593
ECA2549	ECA2549	4459210	71.194644001484
ECA2551	ECA2551	4459210	39.3761507289945
ECA2554	ECA2554	4459210	39.628648799331
ECA2555	ECA2555	4459210	40.0659905221666
ECA2559	ECA2559	4459210	36.563788311228
ECA2560	ECA2560	4459210	132.806187336812
ECA2561	ECA2561	4459210	85.5148853468143
ECA2565	ECA2565	4459210	79.2614948176529
ECA2568	ECA2568	4459210	62.5841516090956
ECA2581	ECA2581	4459210	47.1994848973174
ECA2583	ECA2583	4459210	84.4199412657813
ECA2584	ECA2584	4459210	67.5620778807291
ECA2594	ECA2594	4459210	70.6219477786464
ECA2595	ECA2595	4459210	105.224148236701
ECA259	PB306	4459210	72.4922681248318
ECA2601	ECA2601	4459210	51.7763478635489
ECA2602	ECA2602	4459210	84.3474033325786
ECA2603	ECA2603	4459210	76.4080194751676
ECA2607	ECA2607	4459210	69.6394306692794
ECA2609	ECA2609	4459210	66.2556332973649
ECA2612	ECA2612	4459210	58.7782663680981
ECA2615	ECA2615	4459210	122.355363517463
ECA2641	ECA2641	4459210	60.6301535717954
ECA2648	ECA2648	4459210	46.2397560186053
ECA2656	ECA2656	4459210	46.6860141250612
ECA2659	ECA2659	4459210	65.7308058658378
ECA2660	ECA2660	4459210	89.3986418254755
ECA2672	ECA2672	4459210	79.0882688344431
ECA2676	ECA2676	4459210	61.6896121820007
ECA347	ECA347	4459210	0
ECA348	ECA348	4459210	63.7330088586421
ECA349	ECA349	4459210	35.054195625601
ECA363	ECA363	4459210	0
ECA369	ECA369	4459210	61.7451510199821
ECA36	ECA36	4459210	0
ECA372	ECA372	4459210	22.3546693207949
ECA396	ECA396	4459210	25.4062090258531
ECA592	ECA592	4459210	36.7961971472182
ECA593	ECA593	4459210	57.760885958201
ECA594	ECA594	4459210	64.6643025347571
ECA640	ECA640	4459210	116.716186833328
ECA701	ECA701	4459210	62.8876968173234
ECA703	ECA703	4459210	0
ECA705	ECA705	4459210	85.0619917276228
ECA706	ECA706	4459210	0
ECA710	ECA710	4459210	78.9140099167364
ECA712	ECA712	4459210	74.7206184800653
ECA722	ECA722	4459210	57.4400706902618
ECA723	ECA723	4459210	0
ECA724	ECA724	4459210	0
ECA730	ECA730	4459210	0
ECA732	ECA732	4459210	69.0913740651467
ECA733	ECA733	4459210	0
ECA738	ECA738	4459210	70.0301082936796
ECA740	ECA740	4459210	0
ECA741	ECA741	4459210	0
ECA742	ECA742	4459210	0
ECA743	ECA743	4459210	85.2193842629385
