strain	zone	zone_mean	hap_inv	haplotype_2	inversion
ECA1289	sosi1	217.781763230667	ECA396	ECA396	INVsosi-1
ECA1289	eri6e	80.3020021035486	ECA396	ECA396	INVsosi-1
ECA1289	eri6f	83.9465526688868	ECA396	ECA396	INVsosi-1
ECA1289	eri6f3utr	77.2101057024518	ECA396	ECA396	INVsosi-1
ECA1293	TIR1	140.983227188964	ECA396	ECA396	INV ?
ECA1293	TIR2	111.573765614001	ECA396	ECA396	INV ?
ECA1293	sosi1	178.481952310954	ECA396	ECA396	INV ?
ECA1293	eri6e	105.363281110139	ECA396	ECA396	INV ?
ECA1293	eri6f	78.8347569862197	ECA396	ECA396	INV ?
ECA1293	eri6f3utr	91.0265371953704	ECA396	ECA396	INV ?
ECA1298	TIR1	98.1898925497063	N2-like	AB1	N2-like
ECA1298	TIR2	96.0769197369278	N2-like	AB1	N2-like
ECA1298	sosi1	152.233517825127	N2-like	AB1	N2-like
ECA1298	eri6e	88.0741974906491	N2-like	AB1	N2-like
ECA1298	eri6f	76.43267081221	N2-like	AB1	N2-like
ECA1298	eri6f3utr	71.9390474289434	N2-like	AB1	N2-like
ECA1316	TIR1	103.543580228062	N2-like	AB1	N2-like
ECA1316	TIR2	95.8344271980951	N2-like	AB1	N2-like
ECA1316	sosi1	132.808471236115	N2-like	AB1	N2-like
ECA1316	eri6e	134.02338767261	N2-like	AB1	N2-like
ECA1316	eri6f	119.03579503742	N2-like	AB1	N2-like
ECA1316	eri6f3utr	89.2463679713358	N2-like	AB1	N2-like
ECA1409	TIR1	69.0276498484627	N2-like	AB1	N2-like
ECA1409	TIR2	81.0968548135739	N2-like	AB1	N2-like
ECA1409	sosi1	188.259175715906	N2-like	AB1	N2-like
ECA1409	eri6e	93.382024132219	N2-like	AB1	N2-like
ECA1409	eri6f	89.660884392278	N2-like	AB1	N2-like
ECA1409	eri6f3utr	90.8554644266251	N2-like	AB1	N2-like
ECA1413	TIR1	132.516338901868	N2-like	AB1	N2-like
ECA1413	TIR2	123.640092549667	N2-like	AB1	N2-like
ECA1413	sosi1	112.559700452047	N2-like	AB1	N2-like
ECA1413	eri6e	101.271299904359	N2-like	AB1	N2-like
ECA1413	eri6f	79.832373825088	N2-like	AB1	N2-like
ECA1413	eri6f3utr	118.872823176263	N2-like	AB1	N2-like
ECA1493	TIR1	51.2558690954544	unknown	unknown	ANCeri-7
ECA1493	TIR2	68.6186412942479	unknown	unknown	ANCeri-7
ECA1493	sosi1	198.460415626781	unknown	unknown	ANCeri-7
ECA1493	eri6e	83.8612437219845	unknown	unknown	ANCeri-7
ECA1493	eri6f	92.1424632061091	unknown	unknown	ANCeri-7
ECA1493	eri6f3utr	89.9999383077506	unknown	unknown	ANCeri-7
ECA1693	TIR1	78.1890126551149	N2-like	AB1	N2-like
ECA1693	TIR2	71.6226937871608	N2-like	AB1	N2-like
ECA1693	sosi1	162.542312814357	N2-like	AB1	N2-like
ECA1693	eri6e	132.200561844114	N2-like	AB1	N2-like
ECA1693	eri6f	110.194865038106	N2-like	AB1	N2-like
ECA1693	eri6f3utr	93.451702310945	N2-like	AB1	N2-like
ECA1713	TIR1	23.087930866191	unknown	unknown	ANCeri-7
ECA1713	TIR2	16.539200908851	unknown	unknown	ANCeri-7
ECA1713	sosi1	170.594987305009	unknown	unknown	ANCeri-7
ECA1713	eri6e	172.934391553666	unknown	unknown	ANCeri-7
ECA1713	eri6f	131.65481843627	unknown	unknown	ANCeri-7
ECA1713	eri6f3utr	90.5640927675453	unknown	unknown	ANCeri-7
ECA1717	TIR1	8.10746105882207	ANCeri-7	ECA1238	ANCeri-7
ECA1717	TIR2	6.65670537181185	ANCeri-7	ECA1238	ANCeri-7
ECA1717	sosi1	189.936911364364	ANCeri-7	ECA1238	ANCeri-7
ECA1717	eri6e	156.809569971129	ANCeri-7	ECA1238	ANCeri-7
ECA1717	eri6f	142.748101929114	ANCeri-7	ECA1238	ANCeri-7
ECA1717	eri6f3utr	91.5364415981774	ANCeri-7	ECA1238	ANCeri-7
ECA1725	TIR1	10.5434599641516	ANCeri-7	ECA1238	ANCeri-7
ECA1725	TIR2	19.5823768466636	ANCeri-7	ECA1238	ANCeri-7
ECA1725	sosi1	191.341483659915	ANCeri-7	ECA1238	ANCeri-7
ECA1725	eri6e	108.074299155365	ANCeri-7	ECA1238	ANCeri-7
ECA1725	eri6f	82.185195001706	ANCeri-7	ECA1238	ANCeri-7
ECA1725	eri6f3utr	82.3749298154104	ANCeri-7	ECA1238	ANCeri-7
ECA1751	TIR1	68.098588964542	N2-like	AB1	N2-like
ECA1751	TIR2	59.2374442232767	N2-like	AB1	N2-like
ECA1751	sosi1	242.662201384238	N2-like	AB1	N2-like
ECA1751	eri6e	138.568227789535	N2-like	AB1	N2-like
ECA1751	eri6f	110.744229660898	N2-like	AB1	N2-like
ECA1751	eri6f3utr	78.1257744474213	N2-like	AB1	N2-like
ECA1757	TIR1	116.407255725476	N2-like	AB1	N2-like
ECA1757	TIR2	118.778727849022	N2-like	AB1	N2-like
ECA1757	sosi1	119.912503215126	N2-like	AB1	N2-like
ECA1757	eri6e	132.927989648482	N2-like	AB1	N2-like
ECA1757	eri6f	151.336606199302	N2-like	AB1	N2-like
ECA1757	eri6f3utr	105.329483848851	N2-like	AB1	N2-like
ECA1761	TIR1	22.7708242068038	ANCeri-7	ECA1238	ANCeri-7
ECA1761	TIR2	20.7577321049088	ANCeri-7	ECA1238	ANCeri-7
ECA1761	sosi1	203.319069811092	ANCeri-7	ECA1238	ANCeri-7
ECA1761	eri6e	108.821083799587	ANCeri-7	ECA1238	ANCeri-7
ECA1761	eri6f	118.535179015979	ANCeri-7	ECA1238	ANCeri-7
ECA1761	eri6f3utr	100.407382191501	ANCeri-7	ECA1238	ANCeri-7
ECA1769	TIR1	66.9932262768303	ECA396	ECA396	INVsosi-1
ECA1769	TIR2	41.2505803931944	ECA396	ECA396	INVsosi-1
ECA1769	sosi1	317.193114985451	ECA396	ECA396	INVsosi-1
ECA1769	eri6e	118.710860023997	ECA396	ECA396	INVsosi-1
ECA1769	eri6f	87.1816175744452	ECA396	ECA396	INVsosi-1
ECA1769	eri6f3utr	68.5957420247314	ECA396	ECA396	INVsosi-1
ECA1793	TIR1	5.91779731099018	ANCeri-7	ECA1238	ANCeri-7
ECA1793	TIR2	5.15680375552279	ANCeri-7	ECA1238	ANCeri-7
ECA1793	sosi1	118.225922695774	ANCeri-7	ECA1238	ANCeri-7
ECA1793	eri6e	115.029956221098	ANCeri-7	ECA1238	ANCeri-7
ECA1793	eri6f	103.395070909514	ANCeri-7	ECA1238	ANCeri-7
ECA1793	eri6f3utr	142.287289520374	ANCeri-7	ECA1238	ANCeri-7
ECA1805	TIR1	91.4871308554119	N2-like	AB1	N2-like
ECA1805	TIR2	92.3014877037304	N2-like	AB1	N2-like
ECA1805	sosi1	171.478868568702	N2-like	AB1	N2-like
ECA1805	eri6e	149.518549124423	N2-like	AB1	N2-like
ECA1805	eri6f	116.526731368464	N2-like	AB1	N2-like
ECA1805	eri6f3utr	66.6414892902622	N2-like	AB1	N2-like
ECA1807	TIR1	56.2412431514203	ECA1807	ECA1807	INV ?
ECA1807	TIR2	56.4348615315566	ECA1807	ECA1807	INV ?
ECA1807	sosi1	267.969743133379	ECA1807	ECA1807	INV ?
ECA1807	eri6e	133.512581148128	ECA1807	ECA1807	INV ?
ECA1807	eri6f	105.979558133737	ECA1807	ECA1807	INV ?
ECA1807	eri6f3utr	51.1907593103388	ECA1807	ECA1807	INV ?
ECA1815	TIR1	92.3774173254608	N2-like	AB1	N2-like
ECA1815	TIR2	82.3064079712704	N2-like	AB1	N2-like
ECA1815	sosi1	137.522453540262	N2-like	AB1	N2-like
ECA1815	eri6e	130.596509154642	N2-like	AB1	N2-like
ECA1815	eri6f	115.845096288185	N2-like	AB1	N2-like
ECA1815	eri6f3utr	121.950457730116	N2-like	AB1	N2-like
ECA1821	TIR1	25.2858887700037	ANCeri-7	ECA1238	ANCeri-7
ECA1821	TIR2	16.03950528855	ANCeri-7	ECA1238	ANCeri-7
ECA1821	sosi1	188.537446763044	ANCeri-7	ECA1238	ANCeri-7
ECA1821	eri6e	153.236217928617	ANCeri-7	ECA1238	ANCeri-7
ECA1821	eri6f	154.790843573954	ANCeri-7	ECA1238	ANCeri-7
ECA1821	eri6f3utr	117.729298669213	ANCeri-7	ECA1238	ANCeri-7
ECA1825	TIR1	109.805400481573	N2-like	AB1	N2-like
ECA1825	TIR2	94.3674589007168	N2-like	AB1	N2-like
ECA1825	sosi1	151.571610782441	N2-like	AB1	N2-like
ECA1825	eri6e	142.309786251028	N2-like	AB1	N2-like
ECA1825	eri6f	95.5283483279579	N2-like	AB1	N2-like
ECA1825	eri6f3utr	85.335945276211	N2-like	AB1	N2-like
ECA1843	TIR1	68.2575001456196	ECA1843	ECA1843	INV ?
ECA1843	TIR2	41.422084293216	ECA1843	ECA1843	INV ?
ECA1843	sosi1	198.764984205965	ECA1843	ECA1843	INV ?
ECA1843	eri6e	101.266874475037	ECA1843	ECA1843	INV ?
ECA1843	eri6f	95.0811077712766	ECA1843	ECA1843	INV ?
ECA1843	eri6f3utr	106.492148964808	ECA1843	ECA1843	INV ?
ECA1851	TIR1	21.1270424964583	ANCeri-7	ECA1238	ANCeri-7
ECA1851	TIR2	33.9711979100349	ANCeri-7	ECA1238	ANCeri-7
ECA1851	sosi1	245.123180119647	ANCeri-7	ECA1238	ANCeri-7
ECA1851	eri6e	135.628031385345	ANCeri-7	ECA1238	ANCeri-7
ECA1851	eri6f	126.94440787273	ANCeri-7	ECA1238	ANCeri-7
ECA1851	eri6f3utr	74.9546844208336	ANCeri-7	ECA1238	ANCeri-7
ECA1853	TIR1	94.3621613135601	N2-like	AB1	N2-like
ECA1853	TIR2	106.278322973554	N2-like	AB1	N2-like
ECA1853	sosi1	144.236820542548	N2-like	AB1	N2-like
ECA1853	eri6e	153.932046594092	N2-like	AB1	N2-like
ECA1853	eri6f	113.929540123233	N2-like	AB1	N2-like
ECA1853	eri6f3utr	92.4334509922533	N2-like	AB1	N2-like
ECA1875	TIR1	90.7140374693631	AB1	AB1	INVsosi-1
ECA1875	TIR2	71.224526753809	AB1	AB1	INVsosi-1
ECA1875	sosi1	164.405309538189	AB1	AB1	INVsosi-1
ECA1875	eri6e	129.253246417957	AB1	AB1	INVsosi-1
ECA1875	eri6f	105.748284143947	AB1	AB1	INVsosi-1
ECA1875	eri6f3utr	79.0976789608224	AB1	AB1	INVsosi-1
ECA1885	TIR1	5.93502990419816	ANCeri-7	ECA1238	ANCeri-7
ECA1885	TIR2	9.39542656620211	ANCeri-7	ECA1238	ANCeri-7
ECA1885	sosi1	238.550263741972	ANCeri-7	ECA1238	ANCeri-7
ECA1885	eri6e	85.9951963240947	ANCeri-7	ECA1238	ANCeri-7
ECA1885	eri6f	88.545430302723	ANCeri-7	ECA1238	ANCeri-7
ECA1885	eri6f3utr	81.8840157222212	ANCeri-7	ECA1238	ANCeri-7
ECA1887	TIR1	95.4941966497292	N2-like	AB1	N2-like
ECA1887	TIR2	111.25200379514	N2-like	AB1	N2-like
ECA1887	sosi1	100.624601655183	N2-like	AB1	N2-like
ECA1887	eri6e	116.575809576162	N2-like	AB1	N2-like
ECA1887	eri6f	97.8586732944806	N2-like	AB1	N2-like
ECA1887	eri6f3utr	103.071166866644	N2-like	AB1	N2-like
ECA1889	TIR1	108.040738483476	N2-like	AB1	N2-like
ECA1889	TIR2	106.567875892504	N2-like	AB1	N2-like
ECA1889	sosi1	97.8911538483779	N2-like	AB1	N2-like
ECA1889	eri6e	104.855812217303	N2-like	AB1	N2-like
ECA1889	eri6f	86.9014084631947	N2-like	AB1	N2-like
ECA1889	eri6f3utr	89.5989638249465	N2-like	AB1	N2-like
ECA1891	TIR1	6.60227308351982	ECA396	ECA396	ANCeri-7
ECA1891	TIR2	15.7863035797853	ECA396	ECA396	ANCeri-7
ECA1891	sosi1	173.662236684485	ECA396	ECA396	ANCeri-7
ECA1891	eri6e	0	ECA396	ECA396	ANCeri-7
ECA1891	eri6f	1.00621488703232	ECA396	ECA396	ANCeri-7
ECA1891	eri6f3utr	0	ECA396	ECA396	ANCeri-7
ECA189	TIR1	129.919691262401	N2-like	AB1	N2-like
ECA189	TIR2	108.034163074175	N2-like	AB1	N2-like
ECA189	sosi1	144.560154186764	N2-like	AB1	N2-like
ECA189	eri6e	112.847261331049	N2-like	AB1	N2-like
ECA189	eri6f	94.0670693867166	N2-like	AB1	N2-like
ECA189	eri6f3utr	82.6013721787639	N2-like	AB1	N2-like
ECA1901	TIR1	101.004036512214	N2-like	AB1	N2-like
ECA1901	TIR2	107.023475035652	N2-like	AB1	N2-like
ECA1901	sosi1	155.189509860691	N2-like	AB1	N2-like
ECA1901	eri6e	149.479404146125	N2-like	AB1	N2-like
ECA1901	eri6f	117.222917459891	N2-like	AB1	N2-like
ECA1901	eri6f3utr	74.848768007689	N2-like	AB1	N2-like
ECA1919	TIR1	15.4569165628151	ANCeri-7	ECA1969	ANCeri-7
ECA1919	TIR2	17.065071321188	ANCeri-7	ECA1969	ANCeri-7
ECA1919	sosi1	202.549249857693	ANCeri-7	ECA1969	ANCeri-7
ECA1919	eri6e	97.6220999714317	ANCeri-7	ECA1969	ANCeri-7
ECA1919	eri6f	79.0955145218871	ANCeri-7	ECA1969	ANCeri-7
ECA1919	eri6f3utr	74.1531624871796	ANCeri-7	ECA1969	ANCeri-7
ECA191	TIR1	76.1956357439359	ECA396	ECA396	INV ?
ECA191	TIR2	42.4380450725659	ECA396	ECA396	INV ?
ECA191	sosi1	296.235205081958	ECA396	ECA396	INV ?
ECA191	eri6e	91.8006692148801	ECA396	ECA396	INV ?
ECA191	eri6f	94.8162985110812	ECA396	ECA396	INV ?
ECA191	eri6f3utr	94.074576432772	ECA396	ECA396	INV ?
ECA1925	TIR1	27.6429171148059	ANCeri-7	ECA1238	ANCeri-7
ECA1925	TIR2	34.597978255861	ANCeri-7	ECA1238	ANCeri-7
ECA1925	sosi1	234.390877757922	ANCeri-7	ECA1238	ANCeri-7
ECA1925	eri6e	123.621593952008	ANCeri-7	ECA1238	ANCeri-7
ECA1925	eri6f	104.162003445339	ANCeri-7	ECA1238	ANCeri-7
ECA1925	eri6f3utr	66.8817534967274	ANCeri-7	ECA1238	ANCeri-7
ECA1937	TIR1	13.7756829252582	ECA733	ECA733	ANCeri-7
ECA1937	TIR2	7.73509088241703	ECA733	ECA733	ANCeri-7
ECA1937	sosi1	1.50781498682594	ECA733	ECA733	ANCeri-7
ECA1937	eri6e	0	ECA733	ECA733	ANCeri-7
ECA1937	eri6f	0	ECA733	ECA733	ANCeri-7
ECA1937	eri6f3utr	0	ECA733	ECA733	ANCeri-7
ECA1939	TIR1	70.2931778892595	ECA1807	ECA1807	INV ?
ECA1939	TIR2	74.3980927841487	ECA1807	ECA1807	INV ?
ECA1939	sosi1	239.711747595622	ECA1807	ECA1807	INV ?
ECA1939	eri6e	138.980333419004	ECA1807	ECA1807	INV ?
ECA1939	eri6f	87.8742806928057	ECA1807	ECA1807	INV ?
ECA1939	eri6f3utr	70.8732390303832	ECA1807	ECA1807	INV ?
ECA1943	TIR1	76.3551628639205	ECA1807	ECA1807	INV ?
ECA1943	TIR2	60.274811040041	ECA1807	ECA1807	INV ?
ECA1943	sosi1	251.903043347406	ECA1807	ECA1807	INV ?
ECA1943	eri6e	125.617471336157	ECA1807	ECA1807	INV ?
ECA1943	eri6f	127.689041199237	ECA1807	ECA1807	INV ?
ECA1943	eri6f3utr	84.1827624397123	ECA1807	ECA1807	INV ?
ECA1969	TIR1	17.0118423595637	ANCeri-7	ECA1969	ANCeri-7
ECA1969	TIR2	7.75751776913169	ANCeri-7	ECA1969	ANCeri-7
ECA1969	sosi1	198.879699398708	ANCeri-7	ECA1969	ANCeri-7
ECA1969	eri6e	113.643446395913	ANCeri-7	ECA1969	ANCeri-7
ECA1969	eri6f	94.506848474022	ANCeri-7	ECA1969	ANCeri-7
ECA1969	eri6f3utr	95.5387808159938	ANCeri-7	ECA1969	ANCeri-7
ECA1977	TIR1	86.1449550192091	ECA1807	ECA1807	INV ?
ECA1977	TIR2	94.4249372987044	ECA1807	ECA1807	INV ?
ECA1977	sosi1	198.566589974173	ECA1807	ECA1807	INV ?
ECA1977	eri6e	77.084519999391	ECA1807	ECA1807	INV ?
ECA1977	eri6f	111.583923014738	ECA1807	ECA1807	INV ?
ECA1977	eri6f3utr	64.2346388899176	ECA1807	ECA1807	INV ?
ECA1997	TIR1	13.9291397835034	ECA2489	ECA2489	ANCeri-7
ECA1997	TIR2	14.1448267658545	ECA2489	ECA2489	ANCeri-7
ECA1997	sosi1	191.666780438807	ECA2489	ECA2489	ANCeri-7
ECA1997	eri6e	0	ECA2489	ECA2489	ANCeri-7
ECA1997	eri6f	0.812041178990374	ECA2489	ECA2489	ANCeri-7
ECA1997	eri6f3utr	0	ECA2489	ECA2489	ANCeri-7
ECA2041	TIR1	99.1543934114129	N2-like	AB1	N2-like
ECA2041	TIR2	99.8188931412358	N2-like	AB1	N2-like
ECA2041	sosi1	142.560269591105	N2-like	AB1	N2-like
ECA2041	eri6e	159.451403835932	N2-like	AB1	N2-like
ECA2041	eri6f	117.945382668639	N2-like	AB1	N2-like
ECA2041	eri6f3utr	84.1658878820856	N2-like	AB1	N2-like
ECA2043	TIR1	2.70597412386015	ANCeri-7	ECA1238	ANCeri-7
ECA2043	TIR2	2.01490823845841	ANCeri-7	ECA1238	ANCeri-7
ECA2043	sosi1	291.06608822181	ANCeri-7	ECA1238	ANCeri-7
ECA2043	eri6e	99.7574285503855	ANCeri-7	ECA1238	ANCeri-7
ECA2043	eri6f	106.046260631656	ANCeri-7	ECA1238	ANCeri-7
ECA2043	eri6f3utr	82.5240693832762	ANCeri-7	ECA1238	ANCeri-7
ECA2073	TIR1	89.0157132294263	ECA396	ECA396	INVsosi-1
ECA2073	TIR2	46.3183752751013	ECA396	ECA396	INVsosi-1
ECA2073	sosi1	240.253963683951	ECA396	ECA396	INVsosi-1
ECA2073	eri6e	109.210722840616	ECA396	ECA396	INVsosi-1
ECA2073	eri6f	103.661008024217	ECA396	ECA396	INVsosi-1
ECA2073	eri6f3utr	65.4589810230933	ECA396	ECA396	INVsosi-1
ECA2081	TIR1	2.90387732443432	ANCeri-7	ECA1969	ANCeri-7
ECA2081	TIR2	3.4568600711683	ANCeri-7	ECA1969	ANCeri-7
ECA2081	sosi1	233.996062383152	ANCeri-7	ECA1969	ANCeri-7
ECA2081	eri6e	134.024244733602	ANCeri-7	ECA1969	ANCeri-7
ECA2081	eri6f	107.441045983886	ANCeri-7	ECA1969	ANCeri-7
ECA2081	eri6f3utr	97.1925645329047	ANCeri-7	ECA1969	ANCeri-7
ECA2091	TIR1	51.0983434043227	unknown	unknown	ANCeri-7
ECA2091	TIR2	63.3898746995923	unknown	unknown	ANCeri-7
ECA2091	sosi1	167.033557668155	unknown	unknown	ANCeri-7
ECA2091	eri6e	99.2962020085384	unknown	unknown	ANCeri-7
ECA2091	eri6f	92.4456985156318	unknown	unknown	ANCeri-7
ECA2091	eri6f3utr	87.0768480151784	unknown	unknown	ANCeri-7
ECA2109	TIR1	24.3490038035126	ANCeri-7	ECA1238	ANCeri-7
ECA2109	TIR2	24.8569923326717	ANCeri-7	ECA1238	ANCeri-7
ECA2109	sosi1	127.426063975142	ANCeri-7	ECA1238	ANCeri-7
ECA2109	eri6e	131.733932446331	ANCeri-7	ECA1238	ANCeri-7
ECA2109	eri6f	132.135329305997	ANCeri-7	ECA1238	ANCeri-7
ECA2109	eri6f3utr	120.421821109834	ANCeri-7	ECA1238	ANCeri-7
ECA2111	TIR1	104.082028249859	N2-like	AB1	N2-like
ECA2111	TIR2	100.47033616167	N2-like	AB1	N2-like
ECA2111	sosi1	122.073819604261	N2-like	AB1	N2-like
ECA2111	eri6e	99.4996395602034	N2-like	AB1	N2-like
ECA2111	eri6f	108.832513865718	N2-like	AB1	N2-like
ECA2111	eri6f3utr	91.6743848739743	N2-like	AB1	N2-like
ECA2151	TIR1	136.165699466286	N2-like	AB1	N2-like
ECA2151	TIR2	126.695483947053	N2-like	AB1	N2-like
ECA2151	sosi1	154.050945005624	N2-like	AB1	N2-like
ECA2151	eri6e	107.166018173401	N2-like	AB1	N2-like
ECA2151	eri6f	98.9506146392925	N2-like	AB1	N2-like
ECA2151	eri6f3utr	71.8007134734487	N2-like	AB1	N2-like
ECA2155	TIR1	17.3675737123555	ANCeri-7	ECA1238	ANCeri-7
ECA2155	TIR2	15.5450889542712	ANCeri-7	ECA1238	ANCeri-7
ECA2155	sosi1	170.751179848384	ANCeri-7	ECA1238	ANCeri-7
ECA2155	eri6e	83.8037902104128	ANCeri-7	ECA1238	ANCeri-7
ECA2155	eri6f	120.589447940552	ANCeri-7	ECA1238	ANCeri-7
ECA2155	eri6f3utr	92.744928222436	ANCeri-7	ECA1238	ANCeri-7
ECA2159	TIR1	13.1540652463214	ANCeri-7	ECA1238	ANCeri-7
ECA2159	TIR2	14.473361910594	ANCeri-7	ECA1238	ANCeri-7
ECA2159	sosi1	194.906564032301	ANCeri-7	ECA1238	ANCeri-7
ECA2159	eri6e	107.483939119982	ANCeri-7	ECA1238	ANCeri-7
ECA2159	eri6f	99.4361538069847	ANCeri-7	ECA1238	ANCeri-7
ECA2159	eri6f3utr	118.779813106037	ANCeri-7	ECA1238	ANCeri-7
ECA2183	TIR1	4.24891487207323	ANCeri-7	ECA1238	ANCeri-7
ECA2183	TIR2	3.4169090477033	ANCeri-7	ECA1238	ANCeri-7
ECA2183	sosi1	118.609050290266	ANCeri-7	ECA1238	ANCeri-7
ECA2183	eri6e	106.326065657555	ANCeri-7	ECA1238	ANCeri-7
ECA2183	eri6f	147.45185196195	ANCeri-7	ECA1238	ANCeri-7
ECA2183	eri6f3utr	124.416403864777	ANCeri-7	ECA1238	ANCeri-7
ECA2187	TIR1	7.69978084902672	ANCeri-7	ECA1238	ANCeri-7
ECA2187	TIR2	6.43361642428213	ANCeri-7	ECA1238	ANCeri-7
ECA2187	sosi1	137.361917083477	ANCeri-7	ECA1238	ANCeri-7
ECA2187	eri6e	132.527454384405	ANCeri-7	ECA1238	ANCeri-7
ECA2187	eri6f	154.606663730611	ANCeri-7	ECA1238	ANCeri-7
ECA2187	eri6f3utr	120.346651002653	ANCeri-7	ECA1238	ANCeri-7
ECA2191	TIR1	17.7867732992832	ANCeri-7	ECA2191	ANCeri-7
ECA2191	TIR2	18.8562825639896	ANCeri-7	ECA2191	ANCeri-7
ECA2191	sosi1	117.719572509605	ANCeri-7	ECA2191	ANCeri-7
ECA2191	eri6e	123.573531543127	ANCeri-7	ECA2191	ANCeri-7
ECA2191	eri6f	100.646922117172	ANCeri-7	ECA2191	ANCeri-7
ECA2191	eri6f3utr	105.141312759424	ANCeri-7	ECA2191	ANCeri-7
ECA2195	TIR1	10.5776828421284	ANCeri-7	ECA2191	ANCeri-7
ECA2195	TIR2	19.0280438677371	ANCeri-7	ECA2191	ANCeri-7
ECA2195	sosi1	132.821490601881	ANCeri-7	ECA2191	ANCeri-7
ECA2195	eri6e	126.472507116381	ANCeri-7	ECA2191	ANCeri-7
ECA2195	eri6f	103.671267855477	ANCeri-7	ECA2191	ANCeri-7
ECA2195	eri6f3utr	87.538677598377	ANCeri-7	ECA2191	ANCeri-7
ECA2199	TIR1	25.3245808239896	unknown	unknown	ANCeri-7
ECA2199	TIR2	28.1394180961333	unknown	unknown	ANCeri-7
ECA2199	sosi1	191.390583669048	unknown	unknown	ANCeri-7
ECA2199	eri6e	115.832427598985	unknown	unknown	ANCeri-7
ECA2199	eri6f	89.2037482171554	unknown	unknown	ANCeri-7
ECA2199	eri6f3utr	115.0526178615	unknown	unknown	ANCeri-7
ECA2251	TIR1	69.2346393099955	unknown	unknown	INV ?
ECA2251	TIR2	34.2366667622118	unknown	unknown	INV ?
ECA2251	sosi1	167.269826872601	unknown	unknown	INV ?
ECA2251	eri6e	133.447292081524	unknown	unknown	INV ?
ECA2251	eri6f	113.302012962855	unknown	unknown	INV ?
ECA2251	eri6f3utr	101.440678703772	unknown	unknown	INV ?
ECA2281	TIR1	11.0278578062869	ANCeri-7	ECA1238	ANCeri-7
ECA2281	TIR2	13.0090534115821	ANCeri-7	ECA1238	ANCeri-7
ECA2281	sosi1	143.088588764087	ANCeri-7	ECA1238	ANCeri-7
ECA2281	eri6e	146.314086041167	ANCeri-7	ECA1238	ANCeri-7
ECA2281	eri6f	131.312758281261	ANCeri-7	ECA1238	ANCeri-7
ECA2281	eri6f3utr	112.183311184599	ANCeri-7	ECA1238	ANCeri-7
ECA2291	TIR1	8.27640438384577	ANCeri-7	ECA1238	ANCeri-7
ECA2291	TIR2	3.11268935999685	ANCeri-7	ECA1238	ANCeri-7
ECA2291	sosi1	239.702574852981	ANCeri-7	ECA1238	ANCeri-7
ECA2291	eri6e	98.2366096399511	ANCeri-7	ECA1238	ANCeri-7
ECA2291	eri6f	123.077732749951	ANCeri-7	ECA1238	ANCeri-7
ECA2291	eri6f3utr	60.4659660119871	ANCeri-7	ECA1238	ANCeri-7
ECA2332	TIR1	86.6235626894714	N2-like	AB1	N2-like
ECA2332	TIR2	108.457508007947	N2-like	AB1	N2-like
ECA2332	sosi1	150.408194339263	N2-like	AB1	N2-like
ECA2332	eri6e	145.715599899433	N2-like	AB1	N2-like
ECA2332	eri6f	132.390514181154	N2-like	AB1	N2-like
ECA2332	eri6f3utr	101.666354445989	N2-like	AB1	N2-like
ECA2334	TIR1	114.021425593018	N2-like	AB1	N2-like
ECA2334	TIR2	96.4086904621506	N2-like	AB1	N2-like
ECA2334	sosi1	154.030444205473	N2-like	AB1	N2-like
ECA2334	eri6e	149.298270133586	N2-like	AB1	N2-like
ECA2334	eri6f	106.805317063158	N2-like	AB1	N2-like
ECA2334	eri6f3utr	72.3060951003674	N2-like	AB1	N2-like
ECA2336	TIR1	136.245126252753	N2-like	AB1	N2-like
ECA2336	TIR2	121.592594996502	N2-like	AB1	N2-like
ECA2336	sosi1	102.936960672838	N2-like	AB1	N2-like
ECA2336	eri6e	114.198426105755	N2-like	AB1	N2-like
ECA2336	eri6f	97.6614153538385	N2-like	AB1	N2-like
ECA2336	eri6f3utr	114.57025249616	N2-like	AB1	N2-like
ECA2344	TIR1	110.728862898605	N2-like	AB1	N2-like
ECA2344	TIR2	91.2848641226195	N2-like	AB1	N2-like
ECA2344	sosi1	142.013711017684	N2-like	AB1	N2-like
ECA2344	eri6e	129.747114850507	N2-like	AB1	N2-like
ECA2344	eri6f	131.291807772598	N2-like	AB1	N2-like
ECA2344	eri6f3utr	90.1282499450405	N2-like	AB1	N2-like
ECA2350	TIR1	94.192008869781	N2-like	AB1	N2-like
ECA2350	TIR2	83.3618184884669	N2-like	AB1	N2-like
ECA2350	sosi1	145.131226095665	N2-like	AB1	N2-like
ECA2350	eri6e	137.62140671731	N2-like	AB1	N2-like
ECA2350	eri6f	124.910545265286	N2-like	AB1	N2-like
ECA2350	eri6f3utr	103.581663566472	N2-like	AB1	N2-like
ECA2360	TIR1	3.59398448238471	ANCeri-7	ECA1238	ANCeri-7
ECA2360	TIR2	8.51313025704586	ANCeri-7	ECA1238	ANCeri-7
ECA2360	sosi1	214.02429757308	ANCeri-7	ECA1238	ANCeri-7
ECA2360	eri6e	88.9583443385777	ANCeri-7	ECA1238	ANCeri-7
ECA2360	eri6f	91.9287467658321	ANCeri-7	ECA1238	ANCeri-7
ECA2360	eri6f3utr	81.8683877475914	ANCeri-7	ECA1238	ANCeri-7
ECA2367	TIR1	70.006670830744	ECA1843	ECA1843	INV ?
ECA2367	TIR2	43.6428101240998	ECA1843	ECA1843	INV ?
